Team,Time,Type,Puzzle,Submission,Response
pink_e_pi,2020-02-01 13:01:13,submission,flying-high,CARSIT,Wrong Answer.
TheSynod,2020-02-01 13:01:16,submission,equestrian-tour,TARDIS,Correct!
TheSynod,2020-02-01 13:01:16,solve,equestrian-tour,,
TheSynod,2020-02-01 13:01:16,unlock,cross-eyed,,
TheSynod,2020-02-01 13:01:16,unlock,imperial-geography,,
TheSynod,2020-02-01 13:01:16,unlock,number-hunting,,
TheSynod,2020-02-01 13:01:16,unlock,recommendations,,
Lesgaulois,2020-02-01 13:01:30,submission,flying-high,CARID,Wrong Answer.
whoosh,2020-02-01 13:01:31,submission,the-key-is-going-slow-and-steady,TORTOISE,Wrong Answer.
celestai,2020-02-01 13:01:47,submission,not-quite-a-polka,SHIPOFTHELINE,Wrong Answer.
pluru,2020-02-01 13:01:49,submission,flying-high,EMPIRESTATEBUILDING,Correct!
pluru,2020-02-01 13:01:49,solve,flying-high,,
duckgizzards,2020-02-01 13:01:53,submission,art-of-the-dress,PARTISAN,"It's time we settled this, with a vote. As a team, vote by sending a single email to puzzlesaremagic+thedress@gmail.com, whose subject is exactly ""White and Gold"" or ""Blue and Black"". Put your team name in the body. You should get a reply soon."
celestai,2020-02-01 13:01:55,submission,not-quite-a-polka,SHIPOFTHESEUS,Wrong Answer.
duckgizzards,2020-02-01 13:02:21,submission,the-key-is-going-slow-and-steady,PRINGST,Wrong Answer.
SParkleoPS,2020-02-01 13:02:24,submission,art-of-the-dress,BLACK,Wrong Answer.
duckgizzards,2020-02-01 13:02:28,submission,the-key-is-going-slow-and-steady,MARVINGT,Wrong Answer.
celestai,2020-02-01 13:02:40,submission,not-quite-a-polka,EDISONTHEATER,Wrong Answer.
Mobius,2020-02-01 13:02:50,submission,flying-high,CARPET,Wrong Answer.
PictureGame,2020-02-01 13:03:18,submission,flying-high,CASINO,Wrong Answer.
PictureGame,2020-02-01 13:03:33,submission,equestrian-tour,MONOCEROS,Wrong Answer.
justus,2020-02-01 13:03:50,submission,art-of-the-dress,PANTONEBLUE,Wrong Answer.
duckgizzards,2020-02-01 13:03:52,submission,art-of-the-dress,GREENBOOTS,Correct!
duckgizzards,2020-02-01 13:03:52,solve,art-of-the-dress,,
dirtybayes,2020-02-01 13:04:16,submission,its-a-long-story,THEWIRE,Wrong Answer.
fredherrington,2020-02-01 13:04:31,submission,flying-high,12BEST,Wrong Answer.
dirtybayes,2020-02-01 13:04:35,submission,flying-high,THEWIRE,Wrong Answer.
fredherrington,2020-02-01 13:04:36,submission,flying-high,12BOLT,Wrong Answer.
celestai,2020-02-01 13:04:39,submission,not-quite-a-polka,MAIDOFTHEMIST,Correct!
celestai,2020-02-01 13:04:39,solve,not-quite-a-polka,,
celestai,2020-02-01 13:04:39,unlock,equestrian-tour,,
pranjal,2020-02-01 13:04:57,submission,the-key-is-going-slow-and-steady,FLAMINGO,Wrong Answer.
fredherrington,2020-02-01 13:05:16,submission,flying-high,THUNDERBOLT,Wrong Answer.
timevultures,2020-02-01 13:05:18,submission,not-quite-a-polka,MAIDOFTHEMIST,Correct!
timevultures,2020-02-01 13:05:18,solve,not-quite-a-polka,,
timevultures,2020-02-01 13:05:18,unlock,equestrian-tour,,
Cenarius,2020-02-01 13:05:23,submission,the-key-is-going-slow-and-steady,VENETIAN,Correct!
Cenarius,2020-02-01 13:05:23,solve,the-key-is-going-slow-and-steady,,
bmf,2020-02-01 13:05:44,submission,not-quite-a-polka,MAIDOFTHEMIST,Correct!
bmf,2020-02-01 13:05:44,solve,not-quite-a-polka,,
golems,2020-02-01 13:05:45,submission,flying-high,CAREER,Wrong Answer.
whoosh,2020-02-01 13:06:01,submission,the-key-is-going-slow-and-steady,THEGROVE,Wrong Answer.
dirtybayes,2020-02-01 13:06:16,submission,its-a-long-story,BALTIMORECONVENTIONCENTER,Correct!
dirtybayes,2020-02-01 13:06:16,solve,its-a-long-story,,
fredherrington,2020-02-01 13:06:17,submission,flying-high,12VOLT,Wrong Answer.
tangerinefiends,2020-02-01 13:06:25,submission,the-key-is-going-slow-and-steady,TORTOISE,Wrong Answer.
pppppp,2020-02-01 13:06:52,submission,flying-high,CARET,Wrong Answer.
MiltonChicken,2020-02-01 13:07:02,submission,flying-high,CAREER,Wrong Answer.
xxrated,2020-02-01 13:07:14,submission,not-quite-a-polka,MAIDOFTHEMIST,Correct!
xxrated,2020-02-01 13:07:14,solve,not-quite-a-polka,,
SParkleoPS,2020-02-01 13:07:21,submission,art-of-the-dress,BLACKC,Wrong Answer.
mamatete,2020-02-01 13:07:21,submission,flying-high,CARESS,Wrong Answer.
mamatete,2020-02-01 13:07:43,submission,equestrian-tour,TARDIS,Correct!
mamatete,2020-02-01 13:07:43,solve,equestrian-tour,,
mamatete,2020-02-01 13:07:43,unlock,cross-eyed,,
mamatete,2020-02-01 13:07:43,unlock,imperial-geography,,
mamatete,2020-02-01 13:07:43,unlock,number-hunting,,
mamatete,2020-02-01 13:07:43,unlock,recommendations,,
SParkleoPS,2020-02-01 13:07:45,submission,art-of-the-dress,404C,Wrong Answer.
SParkleoPS,2020-02-01 13:07:51,submission,art-of-the-dress,405C,Wrong Answer.
pppppp,2020-02-01 13:07:58,submission,flying-high,CARAID,Wrong Answer.
pppppp,2020-02-01 13:08:10,submission,flying-high,CARACT,Wrong Answer.
fredherrington,2020-02-01 13:08:23,submission,flying-high,TWELVEBOLT,Wrong Answer.
mamatete,2020-02-01 13:08:38,submission,flying-high,WATERFRONT,Wrong Answer.
MiltonChicken,2020-02-01 13:08:47,submission,flying-high,CARROL,Wrong Answer.
pranjal,2020-02-01 13:08:54,submission,the-key-is-going-slow-and-steady,TANK,Wrong Answer.
SParkleoPS,2020-02-01 13:09:00,submission,art-of-the-dress,BLACKPLUM,Wrong Answer.
starsandbars,2020-02-01 13:09:14,submission,flying-high,CAREER,Wrong Answer.
teammajk,2020-02-01 13:09:17,submission,applejacks-game,LONGBRANCHSALOON,Correct!
teammajk,2020-02-01 13:09:17,solve,applejacks-game,,
KPaNE,2020-02-01 13:09:24,submission,the-key-is-going-slow-and-steady,VAMPIRE,Wrong Answer.
Username,2020-02-01 13:09:25,submission,art-of-the-dress,PANTONECOTTON,Wrong Answer.
SParkleoPS,2020-02-01 13:09:25,submission,art-of-the-dress,EPHEMERA,Wrong Answer.
firegate,2020-02-01 13:09:35,submission,the-key-is-going-slow-and-steady,TORTOISE,Wrong Answer.
nes,2020-02-01 13:09:51,submission,flying-high,EMPIRESTATEBUILDING,Correct!
nes,2020-02-01 13:09:51,solve,flying-high,,
UMDB2B,2020-02-01 13:10:11,submission,flying-high,PLANE,Wrong Answer.
SParkleoPS,2020-02-01 13:10:14,submission,art-of-the-dress,PLUM,Wrong Answer.
nes,2020-02-01 13:10:23,submission,its-a-long-story,BALTIMORECONVENTIONCENTER,Correct!
nes,2020-02-01 13:10:23,solve,its-a-long-story,,
bfg,2020-02-01 13:10:31,submission,the-key-is-going-slow-and-steady,AGIMNRV,Wrong Answer.
SParkleoPS,2020-02-01 13:10:42,submission,art-of-the-dress,AQUATIC,Wrong Answer.
UMDB2B,2020-02-01 13:10:44,submission,flying-high,AIRBUS,Wrong Answer.
PictureGame,2020-02-01 13:10:47,submission,equestrian-tour,PLACEBIGGERONTHEINSHOE,Wrong Answer.
SParkleoPS,2020-02-01 13:10:52,submission,art-of-the-dress,SEAANGEL,Wrong Answer.
duckgizzards,2020-02-01 13:10:59,submission,the-key-is-going-slow-and-steady,MARVINGARDENS,Wrong Answer.
WeDaBest,2020-02-01 13:11:03,submission,the-key-is-going-slow-and-steady,TORTOISE,Wrong Answer.
SParkleoPS,2020-02-01 13:11:05,submission,art-of-the-dress,STRATOSPHERE,Wrong Answer.
robschab,2020-02-01 13:11:06,submission,art-of-the-dress,SUPIMA,Wrong Answer.
SParkleoPS,2020-02-01 13:11:20,submission,art-of-the-dress,PORCELAINBLUE,Wrong Answer.
SParkleoPS,2020-02-01 13:11:26,submission,art-of-the-dress,PORCELAIN,Wrong Answer.
PictureGame,2020-02-01 13:11:33,submission,equestrian-tour,TARDIS,Correct!
PictureGame,2020-02-01 13:11:33,solve,equestrian-tour,,
PictureGame,2020-02-01 13:11:33,unlock,cross-eyed,,
PictureGame,2020-02-01 13:11:33,unlock,imperial-geography,,
PictureGame,2020-02-01 13:11:33,unlock,number-hunting,,
PictureGame,2020-02-01 13:11:33,unlock,recommendations,,
MystikSpiral,2020-02-01 13:11:36,submission,cross-eyed,INSPIRATION,Correct!
MystikSpiral,2020-02-01 13:11:36,solve,cross-eyed,,
MystikSpiral,2020-02-01 13:11:36,unlock,a-to-zecora,,
batamaran,2020-02-01 13:11:48,submission,flying-high,BANDIT,Wrong Answer.
Mobius,2020-02-01 13:11:49,submission,its-a-long-story,BALTIMORECONVENTIONCENTER,Correct!
Mobius,2020-02-01 13:11:49,solve,its-a-long-story,,
Mobius,2020-02-01 13:11:49,unlock,equestrian-tour,,
SParkleoPS,2020-02-01 13:12:08,submission,art-of-the-dress,CAVERNOUS,Wrong Answer.
whoosh,2020-02-01 13:12:12,submission,the-key-is-going-slow-and-steady,ALLIGATOR,Wrong Answer.
SParkleoPS,2020-02-01 13:12:14,submission,art-of-the-dress,BLACKBEAUTY,Wrong Answer.
PictureGame,2020-02-01 13:12:15,submission,the-key-is-going-slow-and-steady,VENETIAN,Correct!
PictureGame,2020-02-01 13:12:15,solve,the-key-is-going-slow-and-steady,,
SParkleoPS,2020-02-01 13:12:17,submission,art-of-the-dress,BEAUTY,Wrong Answer.
PictureGame,2020-02-01 13:12:37,submission,flying-high,EMPIRESTATEBUILDING,Correct!
PictureGame,2020-02-01 13:12:37,solve,flying-high,,
PictureGame,2020-02-01 13:12:37,unlock,a-to-zecora,,
dirtybayes,2020-02-01 13:12:48,submission,equestrian-tour,TARDIS,Correct!
dirtybayes,2020-02-01 13:12:48,solve,equestrian-tour,,
dirtybayes,2020-02-01 13:12:48,unlock,cross-eyed,,
dirtybayes,2020-02-01 13:12:48,unlock,imperial-geography,,
dirtybayes,2020-02-01 13:12:48,unlock,number-hunting,,
dirtybayes,2020-02-01 13:12:48,unlock,recommendations,,
SParkleoPS,2020-02-01 13:12:56,submission,art-of-the-dress,LILYWHITE,Wrong Answer.
SParkleoPS,2020-02-01 13:12:59,submission,art-of-the-dress,LILY,Wrong Answer.
SParkleoPS,2020-02-01 13:13:03,submission,art-of-the-dress,MYSTIC,Wrong Answer.
SParkleoPS,2020-02-01 13:13:06,submission,art-of-the-dress,MYSTICBLUE,Wrong Answer.
cardinality,2020-02-01 13:13:26,submission,imperial-geography,HURRICANE,Correct!
cardinality,2020-02-01 13:13:26,solve,imperial-geography,,
robschab,2020-02-01 13:13:37,submission,its-a-long-story,BALTIMORECONVENTIONCENTER,Correct!
robschab,2020-02-01 13:13:37,solve,its-a-long-story,,
whoosh,2020-02-01 13:13:45,submission,the-key-is-going-slow-and-steady,BROADWAY,Wrong Answer.
batamaran,2020-02-01 13:13:56,submission,flying-high,EMPIRESTATEBUILDING,Correct!
batamaran,2020-02-01 13:13:56,solve,flying-high,,
whoosh,2020-02-01 13:14:03,submission,the-key-is-going-slow-and-steady,THEBROAD,Wrong Answer.
UMDB2B,2020-02-01 13:14:08,submission,flying-high,KLEYMAN,Wrong Answer.
UMDB2B,2020-02-01 13:14:14,submission,flying-high,BABYMODE,Wrong Answer.
nes-mich,2020-02-01 13:14:33,submission,flying-high,CAROST,Wrong Answer.
SParkleoPS,2020-02-01 13:14:39,submission,art-of-the-dress,PALEGOLD,Wrong Answer.
nes-mich,2020-02-01 13:14:44,submission,flying-high,CAROPT,Wrong Answer.
nes-mich,2020-02-01 13:14:45,submission,flying-high,CAROUT,Wrong Answer.
dylanamite,2020-02-01 13:14:46,unlock,art-of-the-dress,,
dylanamite,2020-02-01 13:14:46,unlock,not-quite-a-polka,,
dylanamite,2020-02-01 13:14:46,unlock,applejacks-game,,
dylanamite,2020-02-01 13:14:46,unlock,its-a-long-story,,
dylanamite,2020-02-01 13:14:46,unlock,the-key-is-going-slow-and-steady,,
dylanamite,2020-02-01 13:14:46,unlock,flying-high,,
nes-mich,2020-02-01 13:14:49,submission,flying-high,CAROTT,Wrong Answer.
Username,2020-02-01 13:14:51,submission,art-of-the-dress,THEDRESS,Wrong Answer.
rocklobsters,2020-02-01 13:15:01,submission,applejacks-game,MIKEDOUGHTYALBUMS,Wrong Answer.
nes-mich,2020-02-01 13:15:03,submission,flying-high,CARONT,Wrong Answer.
teammate,2020-02-01 13:15:10,submission,the-key-is-going-slow-and-steady,PETSLEFT,Keep going!
teammate,2020-02-01 13:15:16,submission,the-key-is-going-slow-and-steady,RASGVNAM,Wrong Answer.
zofiyaslightning,2020-02-01 13:15:17,submission,the-key-is-going-slow-and-steady,PETSLEFT,Keep going!
nes-mich,2020-02-01 13:15:18,submission,flying-high,CAROAT,Wrong Answer.
mamatete,2020-02-01 13:15:20,submission,flying-high,METROPOLITANTOWER,Wrong Answer.
zofiyaslightning,2020-02-01 13:15:21,submission,the-key-is-going-slow-and-steady,ANTIGRAV,Wrong Answer.
rocklobsters,2020-02-01 13:15:23,submission,applejacks-game,JAPANESEMOUNTAINS,Wrong Answer.
mamatete,2020-02-01 13:15:23,submission,flying-high,METROPOLITAN,Wrong Answer.
pluru,2020-02-01 13:15:31,submission,its-a-long-story,THEPITANDTHEPENDULUM,Wrong Answer.
KOKirin,2020-02-01 13:15:37,submission,the-key-is-going-slow-and-steady,PORPOISE,Wrong Answer.
dron,2020-02-01 13:15:45,submission,the-key-is-going-slow-and-steady,PETSLEFT,Keep going!
whoosh,2020-02-01 13:15:48,submission,the-key-is-going-slow-and-steady,BRADBURY,Wrong Answer.
whoosh,2020-02-01 13:16:08,submission,the-key-is-going-slow-and-steady,GRIFFITH,Wrong Answer.
urgent,2020-02-01 13:16:15,submission,flying-high,UPLIFT,Wrong Answer.
urgent,2020-02-01 13:16:19,submission,flying-high,THRIFT,Wrong Answer.
urgent,2020-02-01 13:16:22,submission,flying-high,ADRIFT,Wrong Answer.
mamatete,2020-02-01 13:16:54,submission,flying-high,WALLSTREET,Wrong Answer.
justus,2020-02-01 13:16:56,submission,art-of-the-dress,PALEGOLD,Wrong Answer.
mamatete,2020-02-01 13:16:59,submission,its-a-long-story,WALLSTREET,Wrong Answer.
bfg,2020-02-01 13:17:11,submission,applejacks-game,FUJI,Wrong Answer.
whoosh,2020-02-01 13:17:18,submission,equestrian-tour,PLACEBIGGERONTHEINSIDE,Almost there! What's a place bigger on the inside?
mamatete,2020-02-01 13:17:19,submission,flying-high,MAINSTREET,Wrong Answer.
fredherrington,2020-02-01 13:17:40,submission,flying-high,TWELVEVOLT,Wrong Answer.
cardinality,2020-02-01 13:17:47,submission,recommendations,MEADOWSONG,Wrong Answer.
whoosh,2020-02-01 13:17:55,submission,equestrian-tour,TARDIS,Correct!
whoosh,2020-02-01 13:17:55,solve,equestrian-tour,,
whoosh,2020-02-01 13:17:55,unlock,cross-eyed,,
whoosh,2020-02-01 13:17:55,unlock,imperial-geography,,
whoosh,2020-02-01 13:17:55,unlock,number-hunting,,
whoosh,2020-02-01 13:17:55,unlock,recommendations,,
dirtybayes,2020-02-01 13:18:09,submission,flying-high,EMPIRESTATEBUILDING,Correct!
dirtybayes,2020-02-01 13:18:09,solve,flying-high,,
dirtybayes,2020-02-01 13:18:09,unlock,a-to-zecora,,
Tiralmo,2020-02-01 13:18:40,submission,art-of-the-dress,PARTISAN,"It's time we settled this, with a vote. As a team, vote by sending a single email to puzzlesaremagic+thedress@gmail.com, whose subject is exactly ""White and Gold"" or ""Blue and Black"". Put your team name in the body. You should get a reply soon."
catfaceemoji,2020-02-01 13:18:40,submission,the-key-is-going-slow-and-steady,PETSFLAG,Wrong Answer.
petercvera,2020-02-01 13:18:43,submission,applejacks-game,LONGBRANCHSALOON,Correct!
petercvera,2020-02-01 13:18:43,solve,applejacks-game,,
petercvera,2020-02-01 13:18:43,unlock,equestrian-tour,,
whoosh,2020-02-01 13:18:47,submission,the-key-is-going-slow-and-steady,YOSEMITE,Wrong Answer.
cardinality,2020-02-01 13:18:53,submission,recommendations,PONYVILLEFMCOM,Almost there!
chvateau,2020-02-01 13:19:03,submission,flying-high,CAROFT,Wrong Answer.
cardinality,2020-02-01 13:19:04,submission,recommendations,GLORYOFTHENIGHT,Wrong Answer.
ABIMABTBIB,2020-02-01 13:19:11,submission,the-key-is-going-slow-and-steady,TORTOISE,Wrong Answer.
fizzlepop,2020-02-01 13:19:12,submission,number-hunting,XYZ,Wrong Answer.
friendship_is_magma,2020-02-01 13:19:18,submission,recommendations,SONIC,Correct!
friendship_is_magma,2020-02-01 13:19:18,solve,recommendations,,
kfcfriends,2020-02-01 13:19:34,submission,art-of-the-dress,PARTISAN,"It's time we settled this, with a vote. As a team, vote by sending a single email to puzzlesaremagic+thedress@gmail.com, whose subject is exactly ""White and Gold"" or ""Blue and Black"". Put your team name in the body. You should get a reply soon."
whoosh,2020-02-01 13:19:39,submission,the-key-is-going-slow-and-steady,MOSQUITO,Wrong Answer.
fizzlepop,2020-02-01 13:19:45,submission,number-hunting,PERFECTNUMBERS,Wrong Answer.
ragers,2020-02-01 13:19:51,submission,the-key-is-going-slow-and-steady,VENETIAN,Correct!
ragers,2020-02-01 13:19:51,solve,the-key-is-going-slow-and-steady,,
fizzlepop,2020-02-01 13:19:54,submission,number-hunting,PERFECTNUMBER,Wrong Answer.
fizzlepop,2020-02-01 13:19:58,submission,number-hunting,PERFECT,Correct!
fizzlepop,2020-02-01 13:19:58,solve,number-hunting,,
rocketemoji,2020-02-01 13:20:16,submission,flying-high,EMPIRESTATEBUILDING,Correct!
rocketemoji,2020-02-01 13:20:16,solve,flying-high,,
golems,2020-02-01 13:20:22,submission,flying-high,1258FT,Wrong Answer.
Tiralmo,2020-02-01 13:20:26,submission,art-of-the-dress,GREENBOOTS,Correct!
Tiralmo,2020-02-01 13:20:26,solve,art-of-the-dress,,
WeDaBest,2020-02-01 13:20:29,submission,flying-high,CARROW,Wrong Answer.
cardinality,2020-02-01 13:20:31,submission,recommendations,BLUEHEDGEHOGFIVE,What notable blue hedgehog has a five letter name?
cardinality,2020-02-01 13:20:33,submission,recommendations,SONIC,Correct!
cardinality,2020-02-01 13:20:33,solve,recommendations,,
KPaNE2,2020-02-01 13:20:47,submission,flying-high,LARCH,Wrong Answer.
cservices,2020-02-01 13:20:48,submission,art-of-the-dress,PARTISAN,"It's time we settled this, with a vote. As a team, vote by sending a single email to puzzlesaremagic+thedress@gmail.com, whose subject is exactly ""White and Gold"" or ""Blue and Black"". Put your team name in the body. You should get a reply soon."
Username,2020-02-01 13:20:55,submission,not-quite-a-polka,MAIDOFTHEMIST,Correct!
Username,2020-02-01 13:20:55,solve,not-quite-a-polka,,
WeDaBest,2020-02-01 13:20:56,submission,flying-high,CARDIO,Wrong Answer.
pwnied,2020-02-01 13:20:57,submission,not-quite-a-polka,MAIDOFTHEMIST,Correct!
pwnied,2020-02-01 13:20:57,solve,not-quite-a-polka,,
baronies,2020-02-01 13:21:03,submission,flying-high,1250FT,Almost there! What's something that's 1250 ft?
KPaNE2,2020-02-01 13:21:32,submission,flying-high,LARDED,Wrong Answer.
KPaNE2,2020-02-01 13:21:36,submission,flying-high,LARDER,Wrong Answer.
baronies,2020-02-01 13:21:52,submission,flying-high,EMPIRESTATEBUILDING,Correct!
baronies,2020-02-01 13:21:52,solve,flying-high,,
zofiyaslightning,2020-02-01 13:21:53,submission,the-key-is-going-slow-and-steady,IRATGVNAM,Wrong Answer.
golems,2020-02-01 13:21:54,submission,flying-high,1250FT,Almost there! What's something that's 1250 ft?
KPaNE2,2020-02-01 13:21:57,submission,flying-high,OKAYOOPSIGNORETHIS,Wrong Answer.
zofiyaslightning,2020-02-01 13:22:11,submission,the-key-is-going-slow-and-steady,NAVIGATOR,Wrong Answer.
chvateau,2020-02-01 13:22:14,submission,flying-high,125OFT,Wrong Answer.
golems,2020-02-01 13:22:26,submission,flying-high,EMPIRESTATEBUILDING,Correct!
golems,2020-02-01 13:22:26,solve,flying-high,,
eggplant,2020-02-01 13:22:35,submission,not-quite-a-polka,NIAGRAFALLS,Wrong Answer.
duckgizzards,2020-02-01 13:22:49,submission,the-key-is-going-slow-and-steady,OPALESCENCE,Wrong Answer.
teammate,2020-02-01 13:22:55,submission,flying-high,1250FT,Almost there! What's something that's 1250 ft?
eggplant,2020-02-01 13:23:05,submission,not-quite-a-polka,MAIDOFTHEMIST,Correct!
eggplant,2020-02-01 13:23:05,solve,not-quite-a-polka,,
firegate,2020-02-01 13:23:10,submission,applejacks-game,FUJIGOLDENDELICIOUSGOLDENDELICIOUSMCINTOSHJAZZFUJI,Wrong Answer.
animatedammenate,2020-02-01 13:23:11,submission,applejacks-game,LONGBRANCHSALOON,Correct!
animatedammenate,2020-02-01 13:23:11,solve,applejacks-game,,
teammate,2020-02-01 13:23:16,submission,flying-high,EMPIRESTATEBUILDING,Correct!
teammate,2020-02-01 13:23:16,solve,flying-high,,
teammate,2020-02-01 13:23:16,unlock,equestrian-tour,,
urgent,2020-02-01 13:23:17,submission,flying-high,12SQFT,Wrong Answer.
puzzlesareforslovers,2020-02-01 13:23:35,submission,the-key-is-going-slow-and-steady,VENETIAN,Correct!
puzzlesareforslovers,2020-02-01 13:23:35,solve,the-key-is-going-slow-and-steady,,
tahnan,2020-02-01 13:23:37,submission,its-a-long-story,BALTIMORECONVENTIONCENTER,Correct!
tahnan,2020-02-01 13:23:37,solve,its-a-long-story,,
tahnan,2020-02-01 13:23:37,unlock,equestrian-tour,,
teammate,2020-02-01 13:23:38,submission,the-key-is-going-slow-and-steady,SAVINGMR,Wrong Answer.
pppppp,2020-02-01 13:23:45,submission,applejacks-game,LONGBRANCHSALOON,Correct!
pppppp,2020-02-01 13:23:45,solve,applejacks-game,,
bed,2020-02-01 13:23:54,submission,flying-high,12SOFT,Wrong Answer.
celestai,2020-02-01 13:24:14,submission,equestrian-tour,PLACEBIGGERONTHEINSIDE,Almost there! What's a place bigger on the inside?
ixylis,2020-02-01 13:24:22,submission,applejacks-game,LONGBRANCHSALOON,Correct!
ixylis,2020-02-01 13:24:22,solve,applejacks-game,,
bed,2020-02-01 13:24:32,submission,flying-high,ZODIAC,Wrong Answer.
kfcfriends,2020-02-01 13:24:48,submission,art-of-the-dress,GREENBOOTS,Correct!
kfcfriends,2020-02-01 13:24:48,solve,art-of-the-dress,,
upperteam,2020-02-01 13:24:50,submission,art-of-the-dress,GREENBOOTS,Correct!
upperteam,2020-02-01 13:24:50,solve,art-of-the-dress,,
trotsteppers,2020-02-01 13:24:55,submission,applejacks-game,LONGBRANCHSALOON,Correct!
trotsteppers,2020-02-01 13:24:55,solve,applejacks-game,,
trotsteppers,2020-02-01 13:24:55,unlock,equestrian-tour,,
celestai,2020-02-01 13:25:04,submission,equestrian-tour,TARDIS,Correct!
celestai,2020-02-01 13:25:04,solve,equestrian-tour,,
celestai,2020-02-01 13:25:04,unlock,cross-eyed,,
celestai,2020-02-01 13:25:04,unlock,imperial-geography,,
celestai,2020-02-01 13:25:04,unlock,number-hunting,,
celestai,2020-02-01 13:25:04,unlock,recommendations,,
cservices,2020-02-01 13:25:23,submission,art-of-the-dress,GREENBOOTS,Correct!
cservices,2020-02-01 13:25:23,solve,art-of-the-dress,,
pranjal,2020-02-01 13:25:43,submission,flying-high,KAZOOS,Wrong Answer.
chvateau,2020-02-01 13:25:46,submission,flying-high,125AFT,Wrong Answer.
chrisjones,2020-02-01 13:25:52,unlock,art-of-the-dress,,
chrisjones,2020-02-01 13:25:52,unlock,not-quite-a-polka,,
chrisjones,2020-02-01 13:25:52,unlock,applejacks-game,,
chrisjones,2020-02-01 13:25:52,unlock,its-a-long-story,,
chrisjones,2020-02-01 13:25:52,unlock,the-key-is-going-slow-and-steady,,
chrisjones,2020-02-01 13:25:52,unlock,flying-high,,
babyotters,2020-02-01 13:26:12,submission,flying-high,CATNIP,Wrong Answer.
nes,2020-02-01 13:26:26,submission,applejacks-game,LONGBRANCHSALOON,Correct!
nes,2020-02-01 13:26:26,solve,applejacks-game,,
nes,2020-02-01 13:26:26,unlock,equestrian-tour,,
idontknow,2020-02-01 13:26:27,submission,art-of-the-dress,PARTISAN,"It's time we settled this, with a vote. As a team, vote by sending a single email to puzzlesaremagic+thedress@gmail.com, whose subject is exactly ""White and Gold"" or ""Blue and Black"". Put your team name in the body. You should get a reply soon."
WeDaBest,2020-02-01 13:26:34,submission,the-key-is-going-slow-and-steady,CHIPMUNK,Wrong Answer.
WeDaBest,2020-02-01 13:26:39,submission,the-key-is-going-slow-and-steady,ANTEATER,Wrong Answer.
babyotters,2020-02-01 13:26:43,submission,flying-high,CATNAP,Wrong Answer.
WeDaBest,2020-02-01 13:27:04,submission,the-key-is-going-slow-and-steady,HORNBILL,Wrong Answer.
horse,2020-02-01 13:27:05,submission,the-key-is-going-slow-and-steady,TORTOISE,Wrong Answer.
WeDaBest,2020-02-01 13:27:11,submission,the-key-is-going-slow-and-steady,REINDEER,Wrong Answer.
zofiyaslightning,2020-02-01 13:27:13,submission,flying-high,EMPIRESTATEBUILDING,Correct!
zofiyaslightning,2020-02-01 13:27:13,solve,flying-high,,
zofiyaslightning,2020-02-01 13:27:14,unlock,equestrian-tour,,
TheMagpie,2020-02-01 13:27:31,submission,flying-high,CLOUDSDALE,Wrong Answer.
pppppp,2020-02-01 13:27:34,submission,art-of-the-dress,PANTONE,Keep going!
potatoes,2020-02-01 13:27:44,unlock,art-of-the-dress,,
potatoes,2020-02-01 13:27:44,unlock,not-quite-a-polka,,
potatoes,2020-02-01 13:27:44,unlock,applejacks-game,,
potatoes,2020-02-01 13:27:44,unlock,its-a-long-story,,
potatoes,2020-02-01 13:27:44,unlock,the-key-is-going-slow-and-steady,,
potatoes,2020-02-01 13:27:44,unlock,flying-high,,
idontknow,2020-02-01 13:28:01,submission,art-of-the-dress,GREENBOOTS,Correct!
idontknow,2020-02-01 13:28:01,solve,art-of-the-dress,,
firegate,2020-02-01 13:28:04,submission,applejacks-game,FUJIGOLDENDELICIOUSGOLDENDELICIOUSMCINTOSHJAZZREDDELICIOUS,Wrong Answer.
teammate,2020-02-01 13:28:22,submission,the-key-is-going-slow-and-steady,LIBERTYBELL,Wrong Answer.
teammate,2020-02-01 13:28:26,submission,its-a-long-story,LIBERTYBELL,Wrong Answer.
gdbg,2020-02-01 13:28:34,submission,art-of-the-dress,ARTISAN,Wrong Answer.
gdbg,2020-02-01 13:28:42,submission,art-of-the-dress,PARTISAN,"It's time we settled this, with a vote. As a team, vote by sending a single email to puzzlesaremagic+thedress@gmail.com, whose subject is exactly ""White and Gold"" or ""Blue and Black"". Put your team name in the body. You should get a reply soon."
tadear,2020-02-01 13:29:11,submission,not-quite-a-polka,MAIDOFTHEMIST,Correct!
tadear,2020-02-01 13:29:11,solve,not-quite-a-polka,,
zofiyaslightning,2020-02-01 13:29:25,submission,the-key-is-going-slow-and-steady,VENETIAN,Correct!
zofiyaslightning,2020-02-01 13:29:25,solve,the-key-is-going-slow-and-steady,,
dron,2020-02-01 13:29:28,submission,the-key-is-going-slow-and-steady,TURTLE,Wrong Answer.
bed,2020-02-01 13:29:29,submission,its-a-long-story,BALTIMORECONVENTIONCENTER,Correct!
bed,2020-02-01 13:29:29,solve,its-a-long-story,,
bed,2020-02-01 13:29:29,unlock,equestrian-tour,,
gdbg,2020-02-01 13:30:22,submission,art-of-the-dress,GREENBOOTS,Correct!
gdbg,2020-02-01 13:30:22,solve,art-of-the-dress,,
bfg,2020-02-01 13:30:30,submission,its-a-long-story,BALTIMORECONVENTIONCENTER,Correct!
bfg,2020-02-01 13:30:30,solve,its-a-long-story,,
